,age,gender,country,education,role,experience_prog,programming_lang_c,experience_ml,industry,company_size,team_size,salary
9593,25-29,Man,Russia,Bachelor’s degree,Data Analyst,3-5 years,3,2-3 years,Online Business/Internet-based Sales,"1000-9,999 employees",20+,"2,000-2,999"
9594,18-21,Man,Pakistan,Bachelor’s degree,Data Analyst,1-3 years,2,1-2 years,Computers/Technology,0-49 employees,1-2,0-999
9595,18-21,Woman,India,Bachelor’s degree,Data Scientist,1-3 years,2,Under 1 year,Academics/Education,0-49 employees,0,0-999
9596,18-21,Man,India,Bachelor’s degree,Data Analyst,< 1 years,1,1-2 years,Computers/Technology,0-49 employees,1-2,0-999
9597,25-29,Man,Indonesia,Bachelor’s degree,Data Engineer,1-3 years,3,Under 1 year,Computers/Technology,"1000-9,999 employees",10-14,"4,000-4,999"
9598,45-49,Man,India,Bachelor’s degree,Business Analyst,No experience,0,,Computers/Technology,"10,000 or more employees",20+,"70,000-79,999"
9599,60-69,Man,Germany,Professional doctorate,Research Scientist,20+ years,1,4-5 years,Other,"10,000 or more employees",20+,"100,000-124,999"
9600,25-29,Man,India,Bachelor’s degree,Machine Learning Engineer,5-10 years,3,Under 1 year,Computers/Technology,"1000-9,999 employees",20+,"20,000-24,999"
9601,30-34,Man,Other,Master’s degree,Machine Learning Engineer,5-10 years,3,5-10 years,Computers/Technology,50-249 employees,15-19,nan
9602,35-39,Woman,USA,Master’s degree,Other,No experience,0,,Insurance/Risk Assessment,"1000-9,999 employees",5-9,"70,000-79,999"
9603,55-59,Man,Chile,Bachelor’s degree,Other,< 1 years,1,Under 1 year,Broadcasting/Communications,"1000-9,999 employees",5-9,0-999
9604,40-44,Man,India,Master’s degree,Other,10-20 years,2,10-20 years,Marketing/CRM,"10,000 or more employees",20+,"150,000-199,999"
9605,35-39,Man,India,Bachelor’s degree,Software Engineer,10-20 years,2,1-2 years,Computers/Technology,"10,000 or more employees",20+,"30,000-39,999"
9606,30-34,Man,Spain,Doctoral degree,Business Analyst,1-3 years,2,2-3 years,Accounting/Finance,50-249 employees,1-2,"40,000-49,999"
9607,22-24,Man,Indonesia,Bachelor’s degree,Student,< 1 years,3,,,,,nan
9608,22-24,Man,China,Master’s degree,Student,3-5 years,5,Under 1 year,,,,nan
9609,35-39,Man,Switzerland,Master’s degree,Research Scientist,5-10 years,1,2-3 years,Academics/Education,0-49 employees,5-9,"70,000-79,999"
9610,25-29,Man,USA,Master’s degree,Software Engineer,1-3 years,3,Under 1 year,Computers/Technology,"10,000 or more employees",5-9,"125,000-149,999"
9611,45-49,Man,USA,Master’s degree,Program/Project Manager,< 1 years,1,No experience,Computers/Technology,0-49 employees,3-4,"125,000-149,999"
9612,18-21,Man,India,Bachelor’s degree,Student,1-3 years,3,1-2 years,,,,nan
9613,18-21,Man,India,Bachelor’s degree,Student,1-3 years,3,Under 1 year,,,,nan
9614,30-34,Man,Poland,Master’s degree,Software Engineer,10-20 years,4,4-5 years,Computers/Technology,0-49 employees,3-4,"2,000-2,999"
9615,22-24,Man,China,Master’s degree,Student,1-3 years,5,Under 1 year,,,,nan
9616,18-21,Man,Poland,Bachelor’s degree,Student,1-3 years,1,Under 1 year,,,,nan
9617,40-44,Man,Ghana,Master’s degree,DBA/Database Engineer,1-3 years,2,Under 1 year,Other,0-49 employees,1-2,"7,500-9,999"
9618,45-49,Man,Japan,Doctoral degree,Other,10-20 years,1,Under 1 year,Academics/Education,250-999 employees,0,"10,000-14,999"
9619,35-39,Man,Turkey,Bachelor’s degree,Machine Learning Engineer,< 1 years,2,Under 1 year,Medical/Pharmaceutical,0-49 employees,0,"3,000-3,999"
9620,45-49,Man,China,Bachelor’s degree,Data Analyst,5-10 years,3,1-2 years,Manufacturing/Fabrication,"1000-9,999 employees",3-4,"60,000-69,999"
9621,22-24,Man,USA,Master’s degree,Research Scientist,10-20 years,1,4-5 years,Academics/Education,"1000-9,999 employees",5-9,"15,000-19,999"
9622,45-49,Man,Israel,I prefer not to answer,Software Engineer,20+ years,4,No experience,Computers/Technology,"10,000 or more employees",15-19,"1,000,000"
9623,35-39,Man,Poland,Doctoral degree,Data Engineer,10-20 years,4,4-5 years,Accounting/Finance,250-999 employees,10-14,"30,000-39,999"
9624,35-39,Woman,South Korea,Bachelor’s degree,Data Analyst,1-3 years,1,1-2 years,Online Service/Internet-based Services,0-49 employees,1-2,"40,000-49,999"
9625,30-34,Man,USA,Master’s degree,Student,< 1 years,2,Under 1 year,,,,nan
9626,25-29,Man,Turkey,Master’s degree,Machine Learning Engineer,3-5 years,4,Under 1 year,Academics/Education,0-49 employees,5-9,"1,000-1,999"
9627,18-21,Man,Other,Some college no bachelor,Student,1-3 years,2,No experience,,,,nan
9628,30-34,Man,USA,Master’s degree,Business Analyst,1-3 years,1,Under 1 year,Manufacturing/Fabrication,"1000-9,999 employees",3-4,"125,000-149,999"
9629,30-34,Man,Pakistan,Doctoral degree,Student,5-10 years,6,5-10 years,,,,nan
9630,22-24,Man,France,Master’s degree,Student,3-5 years,4,1-2 years,,,,nan
9631,45-49,Man,Spain,Master’s degree,Developer Relations/Advocacy,10-20 years,3,2-3 years,Medical/Pharmaceutical,"10,000 or more employees",20+,"80,000-89,999"
9632,22-24,Woman,South Korea,Bachelor’s degree,Student,No experience,0,,,,,nan
9633,18-21,Man,Morocco,Master’s degree,Student,1-3 years,7,,,,,nan
9634,30-34,Man,Russia,Master’s degree,Machine Learning Engineer,1-3 years,3,1-2 years,Marketing/CRM,250-999 employees,10-14,"30,000-39,999"
9635,30-34,Woman,Other,Professional doctorate,Currently not employed,< 1 years,1,Under 1 year,,,,nan
9636,30-34,Man,Netherlands,Master’s degree,Data Scientist,< 1 years,3,Under 1 year,Retail/Sales,50-249 employees,15-19,"1,000-1,999"
9637,45-49,Man,Mexico,Doctoral degree,Data Analyst,10-20 years,3,5-10 years,Online Service/Internet-based Services,"10,000 or more employees",20+,"60,000-69,999"
9638,25-29,Man,Russia,Master’s degree,Data Engineer,5-10 years,1,3-4 years,Retail/Sales,0-49 employees,1-2,"2,000-2,999"
9639,18-21,Woman,India,Bachelor’s degree,Data Scientist,1-3 years,5,Under 1 year,Academics/Education,0-49 employees,15-19,0-999
9640,22-24,Man,India,Bachelor’s degree,Other,3-5 years,4,2-3 years,,,,nan
9641,30-34,Man,Malaysia,High school,Program/Project Manager,No experience,0,,Non-profit/Service,0-49 employees,0,0-999
9642,25-29,Man,India,Bachelor’s degree,Currently not employed,1-3 years,1,Under 1 year,,,,nan
9643,25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years,2,1-2 years,,,,nan
9644,25-29,Man,Brazil,Some college no bachelor,Data Scientist,1-3 years,1,2-3 years,Retail/Sales,50-249 employees,1-2,"10,000-14,999"
9645,18-21,Woman,Indonesia,Bachelor’s degree,Student,< 1 years,2,Under 1 year,,,,nan
9646,22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,3-5 years,1,Under 1 year,Online Business/Internet-based Sales,0-49 employees,0,0-999
9647,18-21,Man,India,Bachelor’s degree,Student,1-3 years,6,Under 1 year,,,,nan
9648,25-29,Man,Colombia,Master’s degree,Program/Project Manager,1-3 years,3,Under 1 year,Other,"1000-9,999 employees",1-2,"10,000-14,999"
9649,18-21,Woman,India,Bachelor’s degree,Student,< 1 years,3,Under 1 year,,,,nan
9650,30-34,Man,Russia,Master’s degree,Software Engineer,3-5 years,4,2-3 years,Accounting/Finance,0-49 employees,0,"1,000-1,999"
9651,30-34,Man,USA,Master’s degree,Student,1-3 years,1,1-2 years,,,,nan
9652,25-29,Man,South Africa,Bachelor’s degree,Currently not employed,10-20 years,3,,,,,nan
9653,18-21,Man,India,Bachelor’s degree,Student,1-3 years,3,1-2 years,,,,nan
9654,22-24,Man,Spain,Bachelor’s degree,Other,5-10 years,4,Under 1 year,Accounting/Finance,"10,000 or more employees",20+,"10,000-14,999"
9655,25-29,Other,Other,Master’s degree,Data Analyst,3-5 years,2,Under 1 year,,,,nan
9656,22-24,Man,India,I prefer not to answer,Currently not employed,< 1 years,2,1-2 years,,,,nan
9657,22-24,Man,India,Master’s degree,Data Analyst,< 1 years,1,Under 1 year,Academics/Education,0-49 employees,1-2,0-999
9658,25-29,Man,India,Master’s degree,Student,< 1 years,2,Under 1 year,,,,nan
9659,18-21,Man,Poland,Bachelor’s degree,Student,< 1 years,2,No experience,,,,nan
9660,18-21,Man,Egypt,Some college no bachelor,Machine Learning Engineer,< 1 years,2,Under 1 year,Academics/Education,0-49 employees,0,0-999
9661,18-21,Man,India,Bachelor’s degree,Student,1-3 years,1,1-2 years,,,,nan
9662,22-24,Man,Indonesia,Bachelor’s degree,Currently not employed,1-3 years,1,Under 1 year,,,,nan
9663,50-54,Man,Peru,Professional doctorate,Research Scientist,3-5 years,4,2-3 years,Accounting/Finance,50-249 employees,3-4,"2,000-2,999"
9664,35-39,Man,Brazil,Master’s degree,DBA/Database Engineer,5-10 years,9,2-3 years,Computers/Technology,250-999 employees,5-9,"2,000-2,999"
9665,35-39,Man,Iran,Doctoral degree,Data Analyst,5-10 years,8,2-3 years,Academics/Education,250-999 employees,0,"1,000-1,999"
9666,22-24,Man,India,Master’s degree,Student,< 1 years,1,Under 1 year,,,,nan
9667,25-29,Woman,Russia,Doctoral degree,Product Manager,< 1 years,1,Under 1 year,Government/Public Service,50-249 employees,0,0-999
9668,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,4,1-2 years,Computers/Technology,"10,000 or more employees",20+,"1,000-1,999"
9669,25-29,Woman,Sri Lanka,Master’s degree,Student,< 1 years,1,Under 1 year,,,,nan
9670,18-21,Man,India,High school,Student,5-10 years,1,1-2 years,,,,nan
9671,18-21,Man,India,Bachelor’s degree,Data Analyst,1-3 years,5,2-3 years,Accounting/Finance,"1000-9,999 employees",3-4,"15,000-19,999"
9672,35-39,Other,Brazil,I prefer not to answer,Student,< 1 years,1,No experience,,,,nan
9673,45-49,Man,Japan,Some college no bachelor,Software Engineer,10-20 years,1,No experience,Computers/Technology,"1000-9,999 employees",0,0-999
9674,30-34,Man,Spain,Master’s degree,Data Scientist,5-10 years,4,5-10 years,Medical/Pharmaceutical,"10,000 or more employees",20+,"50,000-59,999"
9675,40-44,Man,Colombia,Master’s degree,Software Engineer,5-10 years,4,1-2 years,Academics/Education,"10,000 or more employees",3-4,"1,000-1,999"
9676,50-54,Woman,UK,Master’s degree,Student,1-3 years,1,1-2 years,,,,nan
9677,18-21,Man,Egypt,Bachelor’s degree,Student,1-3 years,4,1-2 years,,,,nan
9678,55-59,Woman,Russia,High school,Research Scientist,20+ years,6,1-2 years,Academics/Education,"1000-9,999 employees",3-4,0-999
9679,25-29,Man,Turkey,Professional doctorate,Machine Learning Engineer,< 1 years,2,Under 1 year,Academics/Education,0-49 employees,0,0-999
9680,25-29,Woman,Viet Nam,Bachelor’s degree,Data Analyst,< 1 years,1,No experience,Accounting/Finance,50-249 employees,3-4,0-999
9681,35-39,Man,South Korea,Doctoral degree,Research Scientist,No experience,0,,Academics/Education,"10,000 or more employees",5-9,0-999
9682,25-29,Woman,Thailand,Master’s degree,Data Analyst,1-3 years,2,2-3 years,Broadcasting/Communications,50-249 employees,5-9,0-999
9683,18-21,Man,India,Bachelor’s degree,Data Scientist,1-3 years,5,2-3 years,Computers/Technology,"1000-9,999 employees",1-2,"10,000-14,999"
9684,50-54,Woman,USA,Master’s degree,Student,10-20 years,3,1-2 years,,,,nan
9685,35-39,Woman,Germany,Master’s degree,Product Manager,5-10 years,1,2-3 years,Computers/Technology,"1000-9,999 employees",20+,nan
9686,22-24,Man,China,Doctoral degree,Data Analyst,1-3 years,5,1-2 years,Academics/Education,0-49 employees,1-2,"10,000-14,999"
9687,25-29,Man,India,Master’s degree,Machine Learning Engineer,3-5 years,1,2-3 years,Retail/Sales,50-249 employees,20+,"30,000-39,999"
9688,30-34,Man,USA,Some college no bachelor,Currently not employed,< 1 years,1,Under 1 year,,,,nan
9689,40-44,Man,Japan,Master’s degree,Other,< 1 years,1,Under 1 year,,,,nan
9690,22-24,Man,Morocco,Master’s degree,Data Scientist,1-3 years,1,Under 1 year,Academics/Education,0-49 employees,1-2,nan
9691,45-49,Man,Peru,Master’s degree,Student,1-3 years,3,3-4 years,,,,nan
9692,22-24,Man,USA,Master’s degree,Student,1-3 years,2,Under 1 year,,,,nan
9693,18-21,Man,India,Some college no bachelor,Student,1-3 years,4,Under 1 year,,,,nan
9694,40-44,Woman,France,Master’s degree,Data Scientist,10-20 years,3,5-10 years,Computers/Technology,50-249 employees,1-2,"100,000-124,999"
9695,22-24,Man,Viet Nam,Master’s degree,Machine Learning Engineer,1-3 years,3,1-2 years,Online Service/Internet-based Services,50-249 employees,3-4,0-999
9696,30-34,Man,India,Master’s degree,Data Scientist,10-20 years,3,3-4 years,Computers/Technology,"10,000 or more employees",3-4,"2,000-2,999"
9697,22-24,Man,India,Master’s degree,Research Scientist,1-3 years,1,No experience,Academics/Education,0-49 employees,1-2,nan
9698,18-21,Man,India,Bachelor’s degree,Developer Relations/Advocacy,1-3 years,1,Under 1 year,Retail/Sales,"10,000 or more employees",20+,0-999
9699,22-24,Man,India,Bachelor’s degree,Data Analyst,3-5 years,1,Under 1 year,Computers/Technology,250-999 employees,20+,"7,500-9,999"
9700,40-44,Woman,Malaysia,Doctoral degree,Other,20+ years,1,Under 1 year,Academics/Education,"10,000 or more employees",1-2,"25,000-29,999"
9701,35-39,Woman,USA,Bachelor’s degree,Currently not employed,3-5 years,2,Under 1 year,,,,nan
9702,30-34,Man,India,Doctoral degree,Machine Learning Engineer,1-3 years,1,1-2 years,Academics/Education,50-249 employees,3-4,nan
9703,35-39,Man,USA,Master’s degree,Data Scientist,5-10 years,3,4-5 years,Computers/Technology,50-249 employees,3-4,"125,000-149,999"
9704,25-29,Man,Ecuador,Bachelor’s degree,Statistician,1-3 years,3,1-2 years,Computers/Technology,0-49 employees,3-4,0-999
9705,30-34,Man,Japan,Some college no bachelor,Data Analyst,3-5 years,3,3-4 years,Energy/Mining,"10,000 or more employees",20+,"7,500-9,999"
9706,25-29,Man,Bangladesh,Bachelor’s degree,Student,1-3 years,4,Under 1 year,,,,nan
9707,25-29,Woman,Taiwan,Bachelor’s degree,Software Engineer,1-3 years,5,5-10 years,Computers/Technology,0-49 employees,1-2,0-999
9708,35-39,Man,India,Doctoral degree,Data Analyst,< 1 years,2,No experience,Online Service/Internet-based Services,0-49 employees,0,"10,000-14,999"
9709,25-29,Man,Russia,Master’s degree,Other,1-3 years,2,Under 1 year,Other,0-49 employees,0,0-999
9710,18-21,Man,India,Master’s degree,Software Engineer,< 1 years,3,No experience,Computers/Technology,0-49 employees,1-2,0-999
9711,60-69,Man,USA,Doctoral degree,Machine Learning Engineer,20+ years,3,5-10 years,Energy/Mining,"10,000 or more employees",5-9,"250,000-299,999"
9712,22-24,Man,UK,Master’s degree,Student,< 1 years,4,No experience,,,,nan
9713,45-49,Man,Italy,I prefer not to answer,Other,1-3 years,3,No experience,Retail/Sales,"10,000 or more employees",20+,"25,000-29,999"
9714,25-29,Man,France,Master’s degree,Student,1-3 years,1,Under 1 year,,,,nan
9715,30-34,Man,Singapore,Master’s degree,Software Engineer,5-10 years,4,1-2 years,Academics/Education,"1000-9,999 employees",15-19,"90,000-99,999"
9716,40-44,Man,Russia,Master’s degree,Data Engineer,10-20 years,3,1-2 years,Computers/Technology,50-249 employees,3-4,"30,000-39,999"
9717,18-21,Woman,Indonesia,Master’s degree,Student,1-3 years,3,Under 1 year,,,,nan
9718,55-59,Man,Japan,I prefer not to answer,Currently not employed,1-3 years,2,Under 1 year,,,,nan
9719,22-24,Man,China,Master’s degree,Student,1-3 years,1,Under 1 year,,,,nan
9720,40-44,Woman,Canada,Bachelor’s degree,Other,No experience,0,,Government/Public Service,"1000-9,999 employees",20+,"40,000-49,999"
9721,18-21,Woman,Other,Bachelor’s degree,Data Engineer,3-5 years,3,Under 1 year,Manufacturing/Fabrication,0-49 employees,0,0-999
9722,35-39,Man,Japan,Some college no bachelor,Program/Project Manager,5-10 years,1,1-2 years,Accounting/Finance,"10,000 or more employees",20+,"10,000-14,999"
9723,35-39,Man,India,Bachelor’s degree,Data Engineer,10-20 years,1,No experience,Computers/Technology,"10,000 or more employees",0,"1,000-1,999"
9724,22-24,Woman,India,Master’s degree,Student,1-3 years,4,,,,,nan
9725,25-29,Man,China,Master’s degree,Software Engineer,5-10 years,4,2-3 years,Academics/Education,250-999 employees,5-9,"2,000-2,999"
9726,22-24,Man,Egypt,Master’s degree,Research Scientist,3-5 years,4,2-3 years,Academics/Education,"1000-9,999 employees",5-9,0-999
9727,30-34,Man,Argentina,Bachelor’s degree,Other,< 1 years,2,Under 1 year,Energy/Mining,"10,000 or more employees",0,"10,000-14,999"
9728,45-49,Woman,Singapore,Master’s degree,Student,5-10 years,2,Under 1 year,,,,nan
9729,22-24,Man,Japan,Master’s degree,Student,1-3 years,2,Under 1 year,,,,nan
9730,22-24,Man,Other,Bachelor’s degree,Data Analyst,10-20 years,1,Under 1 year,Academics/Education,"10,000 or more employees",20+,"10,000-14,999"
9731,18-21,Man,Egypt,Bachelor’s degree,Data Scientist,1-3 years,1,1-2 years,Academics/Education,0-49 employees,0,0-999
9732,25-29,Woman,Kenya,Bachelor’s degree,Currently not employed,< 1 years,2,,,,,nan
9733,35-39,Man,Other,I prefer not to answer,Other,< 1 years,1,No experience,Government/Public Service,"1000-9,999 employees",0,"20,000-24,999"
9734,50-54,Man,Argentina,I prefer not to answer,Student,10-20 years,3,1-2 years,,,,nan
9735,55-59,Man,Germany,Doctoral degree,Machine Learning Engineer,20+ years,3,2-3 years,Other,"10,000 or more employees",20+,"150,000-199,999"
9736,30-34,Man,Russia,Master’s degree,Other,< 1 years,1,No experience,Other,"1000-9,999 employees",3-4,"15,000-19,999"
9737,25-29,Man,Other,Bachelor’s degree,Other,< 1 years,1,No experience,Other,0-49 employees,0,"10,000-14,999"
9738,18-21,Man,India,Bachelor’s degree,Student,< 1 years,3,Under 1 year,,,,nan
9739,18-21,Woman,India,Some college no bachelor,Student,1-3 years,2,1-2 years,,,,nan
9740,40-44,Other,USA,Master’s degree,Research Scientist,10-20 years,3,,,,,nan
9741,18-21,Woman,India,Master’s degree,Student,< 1 years,3,No experience,,,,nan
9742,18-21,Man,Bangladesh,Bachelor’s degree,Student,1-3 years,2,No experience,,,,nan
9743,22-24,Man,Viet Nam,Some college no bachelor,Student,< 1 years,2,Under 1 year,,,,nan
9744,22-24,Man,Egypt,Bachelor’s degree,Student,1-3 years,1,Under 1 year,,,,nan
9745,22-24,Man,India,Bachelor’s degree,Student,1-3 years,3,No experience,,,,nan
9746,25-29,Man,Italy,Doctoral degree,Research Scientist,5-10 years,3,3-4 years,Academics/Education,"1000-9,999 employees",10-14,"15,000-19,999"
9747,35-39,Man,Pakistan,Some college no bachelor,Data Analyst,No experience,0,,Computers/Technology,"10,000 or more employees",20+,0-999
9748,35-39,Man,Iran,Master’s degree,Business Analyst,10-20 years,2,Under 1 year,Manufacturing/Fabrication,250-999 employees,1-2,"10,000-14,999"
9749,45-49,Man,Canada,Bachelor’s degree,Student,5-10 years,4,3-4 years,,,,nan
9750,35-39,Man,Other,Bachelor’s degree,Data Analyst,1-3 years,2,Under 1 year,Retail/Sales,0-49 employees,1-2,"1,000-1,999"
9751,25-29,Man,USA,Bachelor’s degree,Product Manager,1-3 years,1,Under 1 year,Medical/Pharmaceutical,"10,000 or more employees",20+,"150,000-199,999"
9752,18-21,Man,Spain,Bachelor’s degree,Student,3-5 years,5,Under 1 year,,,,nan
