,age,gender,country,education,experience_prog,programming_lang_c,experience_ml,industry,team_size_g,salary_avg,role_group
8408,40-44,Man,Russia,Master’s degree,1-3 years,2,Under 1 year,Marketing/CRM,Medium,55000.0,Data Scientist
8420,40-44,Man,UK,Bachelor’s degree,1-3 years,3,Under 1 year,Other,Small,35000.0,Data Analyst
8422,50-54,Man,Ireland,Doctoral degree,20+ years,3,4-5 years,Academics/Education,Small,112500.0,Other
8429,25-29,Man,Germany,Bachelor’s degree,5-10 years,3,4-5 years,Insurance/Risk Assessment,Small,85000.0,Other
8440,40-44,Woman,France,Master’s degree,20+ years,4,Under 1 year,Medical/Pharmaceutical,No team,27500.0,Data Scientist
8441,30-34,Man,Russia,Master’s degree,3-5 years,3,No experience,Retail/Sales,Small,65000.0,Data Analyst
8444,30-34,Woman,Greece,Doctoral degree,5-10 years,3,2-3 years,Academics/Education,Small,12500.0,Data Scientist
8450,30-34,Man,Poland,Master’s degree,1-3 years,2,1-2 years,Accounting/Finance,Medium,27500.0,Data Scientist
8461,45-49,Man,Russia,Master’s degree,20+ years,2,5-10 years,Computers/Technology,Small,112500.0,Data Analyst
8466,25-29,Other,Russia,Master’s degree,10-20 years,2,2-3 years,Medical/Pharmaceutical,Medium,17500.0,Data Scientist
8468,40-44,Man,Russia,Master’s degree,1-3 years,2,2-3 years,Accounting/Finance,Small,112500.0,Data Scientist
8469,45-49,Man,Spain,Master’s degree,1-3 years,4,1-2 years,Other,Small,112500.0,Other
8473,35-39,Man,Italy,Doctoral degree,5-10 years,4,5-10 years,Hospitality/Entertainment/Sports,Large,85000.0,Data Scientist
8478,35-39,Woman,Germany,Master’s degree,3-5 years,2,3-4 years,Online Service/Internet-based Services,Small,75000.0,Data Analyst
8485,25-29,Woman,UK,Bachelor’s degree,3-5 years,2,No experience,Online Service/Internet-based Services,Large,65000.0,Data Analyst
8486,25-29,Man,Russia,Master’s degree,1-3 years,2,2-3 years,Government/Public Service,Large,22500.0,Data Analyst
8488,25-29,Woman,France,Master’s degree,1-3 years,1,1-2 years,Academics/Education,Small,1500.0,Data Analyst
8500,25-29,Man,UK,Doctoral degree,5-10 years,2,Under 1 year,Computers/Technology,No team,95000.0,Data Engineer
8502,25-29,Man,Russia,Master’s degree,< 1 years,1,Under 1 year,Computers/Technology,No team,8750.0,Other
8505,55-59,Man,Italy,Doctoral degree,10-20 years,2,10-20 years,Medical/Pharmaceutical,No team,22500.0,Data Scientist
8512,25-29,Woman,UK,Doctoral degree,1-3 years,1,Under 1 year,Computers/Technology,Large,85000.0,Data Scientist
8516,35-39,Woman,Romania,Master’s degree,5-10 years,4,5-10 years,Computers/Technology,Small,27500.0,Data Scientist
8517,25-29,Man,UK,Bachelor’s degree,5-10 years,2,Under 1 year,Computers/Technology,Large,35000.0,Data Engineer
8523,25-29,Other,France,Doctoral degree,10-20 years,3,5-10 years,Other,Small,35000.0,Data Engineer
8525,50-54,Man,Spain,Some college,< 1 years,3,No experience,Government/Public Service,No team,1500.0,Data Analyst
8528,35-39,Man,Netherlands,Master’s degree,1-3 years,2,Under 1 year,Government/Public Service,Large,65000.0,Data Analyst
8529,35-39,Man,Germany,Doctoral degree,10-20 years,2,No experience,Government/Public Service,No team,55000.0,Data Scientist
8531,35-39,Woman,Czech Republic,Doctoral degree,5-10 years,2,5-10 years,Computers/Technology,Small,27500.0,Data Engineer
8535,25-29,Man,Belgium,Master’s degree,3-5 years,2,2-3 years,Energy/Mining,Small,35000.0,Data Scientist
8537,45-49,Man,Spain,Professional doctorate,3-5 years,1,4-5 years,Broadcasting/Communications,Large,65000.0,Other
8546,25-29,Man,Germany,Master’s degree,1-3 years,1,1-2 years,Manufacturing/Fabrication,Large,55000.0,Data Engineer
8552,50-54,Man,Spain,Master’s degree,20+ years,1,No experience,Computers/Technology,Small,35000.0,Data Engineer
8557,25-29,Man,Spain,Some college,3-5 years,2,1-2 years,Online Business/Internet-based Sales,Small,85000.0,Data Scientist
8562,25-29,Man,UK,Bachelor’s degree,1-3 years,2,1-2 years,Other,Large,55000.0,Data Analyst
8570,40-44,Man,UK,Professional doctorate,10-20 years,3,2-3 years,Accounting/Finance,Large,75000.0,Data Analyst
8577,35-39,Other,Czech Republic,Master’s degree,10-20 years,4,3-4 years,Shipping/Transportation,Large,55000.0,Data Analyst
8578,40-44,Man,France,Master’s degree,3-5 years,1,4-5 years,Shipping/Transportation,Small,55000.0,Data Scientist
8581,35-39,Man,Russia,Master’s degree,5-10 years,2,Under 1 year,Online Business/Internet-based Sales,Small,22500.0,Data Analyst
8583,22-24,Man,Russia,Master’s degree,1-3 years,2,No experience,Retail/Sales,Small,500.0,Data Engineer
8586,40-44,Man,Romania,Master’s degree,< 1 years,1,1-2 years,Other,No team,17500.0,Other
8590,45-49,Man,UK,Doctoral degree,3-5 years,3,2-3 years,Government/Public Service,No team,45000.0,Data Engineer
8596,50-54,Man,Russia,Master’s degree,20+ years,2,Under 1 year,Manufacturing/Fabrication,Small,17500.0,Data Analyst
8599,45-49,Man,Germany,Doctoral degree,10-20 years,2,10-20 years,Computers/Technology,Small,137500.0,Data Scientist
8605,22-24,Man,Portugal,Bachelor’s degree,< 1 years,1,Under 1 year,Broadcasting/Communications,Large,8750.0,Other
8608,40-44,Man,Russia,Some college,< 1 years,2,Under 1 year,Marketing/CRM,Small,17500.0,Data Analyst
8611,40-44,Woman,Sweden,Master’s degree,10-20 years,1,No experience,Medical/Pharmaceutical,Large,85000.0,Other
8618,50-54,Man,Ireland,Master’s degree,5-10 years,3,No experience,Government/Public Service,Large,85000.0,Data Engineer
8628,50-54,Man,Romania,Doctoral degree,20+ years,3,1-2 years,Academics/Education,Small,35000.0,Data Scientist
8635,30-34,Man,Russia,High school,10-20 years,2,No experience,Manufacturing/Fabrication,Small,1500.0,Data Engineer
8637,45-49,Man,Romania,Master’s degree,3-5 years,3,Under 1 year,Marketing/CRM,Small,17500.0,Data Analyst
8643,45-49,Man,UK,Master’s degree,< 1 years,1,Under 1 year,Retail/Sales,Large,65000.0,Other
8661,40-44,Man,Germany,Doctoral degree,20+ years,4,10-20 years,Academics/Education,Large,65000.0,Other
8667,30-34,Other,Italy,Master’s degree,5-10 years,4,2-3 years,Computers/Technology,Small,22500.0,Other
8670,30-34,Man,Ukraine,Doctoral degree,< 1 years,1,Under 1 year,Academics/Education,Medium,4500.0,Data Scientist
8684,45-49,Man,Spain,Master’s degree,20+ years,3,2-3 years,Broadcasting/Communications,Medium,65000.0,Data Analyst
8693,30-34,Man,Russia,Bachelor’s degree,< 1 years,2,Under 1 year,Marketing/CRM,No team,17500.0,Data Scientist
8696,18-21,Man,Russia,Bachelor’s degree,1-3 years,2,Under 1 year,Academics/Education,Small,2500.0,Data Engineer
8705,40-44,Man,Poland,Master’s degree,20+ years,3,No experience,Accounting/Finance,No team,65000.0,Data Engineer
8715,45-49,Woman,UK,Some college,< 1 years,2,Under 1 year,Manufacturing/Fabrication,Large,35000.0,Data Scientist
8729,22-24,Man,Ukraine,Master’s degree,5-10 years,1,1-2 years,Computers/Technology,Small,1500.0,Data Engineer
8738,18-21,Woman,Ukraine,Bachelor’s degree,< 1 years,2,No experience,Marketing/CRM,Small,6250.0,Other
8747,40-44,Man,Switzerland,Doctoral degree,20+ years,1,10-20 years,Computers/Technology,Large,137500.0,Data Analyst
8755,35-39,Man,Spain,Master’s degree,1-3 years,1,Under 1 year,Manufacturing/Fabrication,Large,85000.0,Data Analyst
8764,35-39,Man,France,Bachelor’s degree,3-5 years,1,Under 1 year,Government/Public Service,No team,1500.0,Data Analyst
8766,35-39,Man,Russia,I prefer not to answer,< 1 years,1,Under 1 year,Accounting/Finance,No team,500.0,Data Analyst
8770,25-29,Man,Netherlands,Master’s degree,3-5 years,3,3-4 years,Medical/Pharmaceutical,Small,45000.0,Data Scientist
8784,40-44,Man,Germany,Doctoral degree,10-20 years,1,5-10 years,Computers/Technology,Small,95000.0,Data Engineer
8787,25-29,Man,France,Master’s degree,3-5 years,3,1-2 years,Energy/Mining,Small,45000.0,Data Engineer
8792,45-49,Woman,UK,Master’s degree,1-3 years,1,2-3 years,Computers/Technology,Large,112500.0,Other
8805,25-29,Man,France,Master’s degree,1-3 years,2,1-2 years,Broadcasting/Communications,Large,45000.0,Data Scientist
8807,50-54,Man,Spain,Doctoral degree,20+ years,4,20 or more years,Academics/Education,Large,65000.0,Data Scientist
8808,35-39,Man,Russia,High school,10-20 years,2,Under 1 year,Accounting/Finance,Small,22500.0,Data Engineer
8811,50-54,Man,Netherlands,Master’s degree,1-3 years,2,1-2 years,Broadcasting/Communications,Small,112500.0,Data Analyst
8812,30-34,Man,Italy,Master’s degree,5-10 years,2,Under 1 year,Manufacturing/Fabrication,Small,35000.0,Data Engineer
8815,35-39,Man,Russia,Master’s degree,1-3 years,4,1-2 years,Computers/Technology,Small,6250.0,Data Engineer
8819,30-34,Man,Russia,Master’s degree,1-3 years,2,Under 1 year,Manufacturing/Fabrication,Small,12500.0,Other
8824,45-49,Man,Italy,Bachelor’s degree,< 1 years,1,Under 1 year,Computers/Technology,Large,55000.0,Data Analyst
8829,40-44,Man,UK,Some college,10-20 years,4,5-10 years,Manufacturing/Fabrication,Large,137500.0,Data Engineer
8831,55-59,Man,Spain,Bachelor’s degree,20+ years,2,1-2 years,Computers/Technology,Large,55000.0,Data Engineer
8835,45-49,Man,Greece,Doctoral degree,3-5 years,2,No experience,Government/Public Service,No team,500.0,Data Scientist
8844,25-29,Man,UK,Bachelor’s degree,3-5 years,2,1-2 years,Broadcasting/Communications,Large,65000.0,Data Scientist
8858,25-29,Man,Belgium,Bachelor’s degree,3-5 years,1,1-2 years,Academics/Education,Small,500.0,Data Engineer
8862,30-34,Man,Spain,Master’s degree,< 1 years,1,Under 1 year,Government/Public Service,No team,45000.0,Data Analyst
8866,25-29,Woman,Greece,Master’s degree,< 1 years,3,1-2 years,Computers/Technology,Small,8750.0,Data Scientist
8868,35-39,Man,Italy,Doctoral degree,5-10 years,2,5-10 years,Academics/Education,Small,22500.0,Data Scientist
8880,35-39,Man,Spain,Doctoral degree,5-10 years,1,1-2 years,Accounting/Finance,Small,35000.0,Data Engineer
8892,55-59,Man,Spain,Doctoral degree,20+ years,3,5-10 years,Academics/Education,Small,112500.0,Data Scientist
8907,35-39,Man,France,Master’s degree,1-3 years,3,No experience,Insurance/Risk Assessment,No team,2500.0,Data Analyst
8913,35-39,Woman,Germany,Doctoral degree,3-5 years,3,1-2 years,Online Service/Internet-based Services,Large,65000.0,Data Analyst
8914,35-39,Man,Germany,Master’s degree,5-10 years,1,No experience,Medical/Pharmaceutical,No team,500.0,Data Analyst
8925,35-39,Man,Belarus,Master’s degree,5-10 years,3,1-2 years,Online Business/Internet-based Sales,Small,55000.0,Data Engineer
8928,55-59,Man,Netherlands,Master’s degree,20+ years,3,5-10 years,Government/Public Service,Large,500.0,Data Scientist
8930,30-34,Man,Portugal,Bachelor’s degree,1-3 years,2,2-3 years,Retail/Sales,Small,55000.0,Data Scientist
8931,25-29,Man,Russia,Master’s degree,5-10 years,2,2-3 years,Retail/Sales,Large,17500.0,Data Analyst
8936,25-29,Man,Belarus,Some college,< 1 years,1,No experience,Non-profit/Service,No team,2500.0,Data Scientist
8938,30-34,Man,Italy,Doctoral degree,5-10 years,4,4-5 years,Academics/Education,No team,17500.0,Data Scientist
8939,45-49,Man,Italy,Master’s degree,20+ years,4,4-5 years,Computers/Technology,Small,85000.0,Data Scientist
8948,35-39,Man,France,Bachelor’s degree,3-5 years,2,Under 1 year,Manufacturing/Fabrication,Small,17500.0,Data Scientist
8977,35-39,Man,Russia,Master’s degree,< 1 years,2,Under 1 year,Accounting/Finance,Small,22500.0,Data Analyst
8984,40-44,Man,UK,Master’s degree,3-5 years,2,Under 1 year,Government/Public Service,Medium,65000.0,Data Analyst
8988,50-54,Man,Italy,Master’s degree,5-10 years,2,3-4 years,Accounting/Finance,Large,55000.0,Other
8994,45-49,Man,Greece,Master’s degree,20+ years,1,3-4 years,Computers/Technology,Small,95000.0,Data Engineer
8995,35-39,Man,Italy,Doctoral degree,10-20 years,2,10-20 years,Manufacturing/Fabrication,Small,112500.0,Other
8998,22-24,Man,France,Master’s degree,3-5 years,2,1-2 years,Hospitality/Entertainment/Sports,Small,55000.0,Data Scientist
9005,45-49,Man,Germany,Master’s degree,20+ years,3,5-10 years,Computers/Technology,Large,137500.0,Data Engineer
9020,22-24,Man,Spain,Doctoral degree,1-3 years,2,2-3 years,Medical/Pharmaceutical,Small,1500.0,Data Scientist
9022,25-29,Man,Italy,Professional doctorate,5-10 years,2,3-4 years,Academics/Education,Small,22500.0,Data Scientist
9027,40-44,Man,Austria,Doctoral degree,10-20 years,4,10-20 years,Computers/Technology,Large,75000.0,Other
9031,30-34,Woman,Germany,Master’s degree,5-10 years,2,3-4 years,Academics/Education,Large,65000.0,Data Scientist
9048,30-34,Man,Germany,Master’s degree,5-10 years,1,3-4 years,Other,Medium,85000.0,Data Analyst
9049,35-39,Man,Sweden,Master’s degree,5-10 years,2,3-4 years,Medical/Pharmaceutical,Small,65000.0,Data Scientist
9052,30-34,Man,Russia,Master’s degree,3-5 years,3,2-3 years,Academics/Education,No team,4500.0,Data Scientist
9054,25-29,Man,Spain,Bachelor’s degree,5-10 years,1,2-3 years,Broadcasting/Communications,Small,85000.0,Data Engineer
9056,35-39,Man,Sweden,Master’s degree,10-20 years,4,Under 1 year,Online Service/Internet-based Services,Large,75000.0,Data Engineer
9062,35-39,Man,Spain,Master’s degree,10-20 years,2,10-20 years,Accounting/Finance,Large,75000.0,Data Scientist
9071,35-39,Woman,Spain,Master’s degree,5-10 years,4,4-5 years,Online Service/Internet-based Services,Small,55000.0,Data Analyst
9074,55-59,Man,Netherlands,Bachelor’s degree,20+ years,3,3-4 years,Government/Public Service,Medium,85000.0,Data Engineer
9075,50-54,Man,France,Some college,10-20 years,1,Under 1 year,Accounting/Finance,No team,1500.0,Data Analyst
9080,25-29,Man,Russia,Bachelor’s degree,< 1 years,1,Under 1 year,Academics/Education,Small,500.0,Data Scientist
9082,25-29,Man,UK,Master’s degree,3-5 years,1,2-3 years,Medical/Pharmaceutical,Small,45000.0,Data Analyst
9093,25-29,Man,Belgium,Master’s degree,3-5 years,1,3-4 years,Energy/Mining,Medium,55000.0,Data Scientist
9102,40-44,Woman,Germany,Doctoral degree,1-3 years,2,1-2 years,Academics/Education,Large,2500.0,Data Analyst
9104,50-54,Man,Italy,Master’s degree,20+ years,4,4-5 years,Computers/Technology,Small,45000.0,Data Analyst
9107,22-24,Man,Russia,Doctoral degree,< 1 years,1,Under 1 year,Retail/Sales,Small,1500.0,Data Scientist
9117,40-44,Man,Poland,Master’s degree,3-5 years,1,10-20 years,Insurance/Risk Assessment,Medium,35000.0,Data Scientist
9125,30-34,Man,UK,Some college,1-3 years,2,Under 1 year,Government/Public Service,Medium,35000.0,Data Analyst
9127,35-39,Man,France,Master’s degree,5-10 years,2,Under 1 year,Manufacturing/Fabrication,Small,45000.0,Data Scientist
9128,35-39,Man,Romania,Master’s degree,1-3 years,1,Under 1 year,Online Business/Internet-based Sales,Small,27500.0,Data Analyst
9132,30-34,Man,Ukraine,Doctoral degree,10-20 years,1,No experience,Academics/Education,Large,6250.0,Data Scientist
9139,25-29,Man,France,Master’s degree,1-3 years,3,1-2 years,Government/Public Service,Small,2500.0,Data Scientist
9141,25-29,Woman,Russia,Master’s degree,< 1 years,1,No experience,Academics/Education,Medium,4500.0,Other
9157,45-49,Man,Belgium,Master’s degree,3-5 years,2,3-4 years,Manufacturing/Fabrication,No team,112500.0,Data Analyst
9159,25-29,Man,Netherlands,Master’s degree,1-3 years,2,No experience,Other,No team,500.0,Data Scientist
9163,55-59,Man,Russia,Doctoral degree,20+ years,3,1-2 years,Computers/Technology,Small,17500.0,Data Scientist
9165,45-49,Man,Spain,Bachelor’s degree,5-10 years,1,Under 1 year,Accounting/Finance,Small,45000.0,Data Analyst
9174,25-29,Woman,UK,Master’s degree,5-10 years,3,4-5 years,Medical/Pharmaceutical,Medium,112500.0,Data Scientist
9177,30-34,Man,Russia,Master’s degree,1-3 years,2,Under 1 year,Government/Public Service,Small,1500.0,Data Analyst
9189,25-29,Man,Spain,Master’s degree,3-5 years,2,1-2 years,Academics/Education,Small,500.0,Data Scientist
9204,50-54,Man,Czech Republic,Master’s degree,10-20 years,4,1-2 years,Retail/Sales,Small,500.0,Data Engineer
9206,50-54,Man,Czech Republic,Master’s degree,1-3 years,1,Under 1 year,Shipping/Transportation,Small,27500.0,Data Analyst
9214,55-59,Man,France,Master’s degree,5-10 years,2,4-5 years,Medical/Pharmaceutical,Small,500.0,Data Scientist
9217,40-44,Other,UK,Master’s degree,< 1 years,1,Under 1 year,Government/Public Service,Large,45000.0,Data Analyst
9219,25-29,Man,Greece,Master’s degree,1-3 years,2,Under 1 year,Energy/Mining,No team,22500.0,Other
9221,50-54,Man,Spain,Master’s degree,1-3 years,3,1-2 years,Accounting/Finance,Large,85000.0,Data Analyst
9222,45-49,Man,Russia,Professional doctorate,3-5 years,2,Under 1 year,Academics/Education,Small,500.0,Data Scientist
9223,22-24,Man,Poland,Bachelor’s degree,3-5 years,2,1-2 years,Computers/Technology,Medium,500.0,Data Engineer
9224,40-44,Man,Italy,Master’s degree,1-3 years,2,10-20 years,Other,Small,45000.0,Data Scientist
9228,35-39,Woman,UK,Doctoral degree,10-20 years,3,5-10 years,Energy/Mining,Small,95000.0,Data Scientist
9229,55-59,Man,UK,Doctoral degree,20+ years,3,10-20 years,Insurance/Risk Assessment,Large,75000.0,Data Scientist
9239,35-39,Man,Netherlands,Master’s degree,20+ years,2,10-20 years,Retail/Sales,Small,112500.0,Data Scientist
9240,30-34,Man,UK,Doctoral degree,5-10 years,1,4-5 years,Accounting/Finance,Small,17500.0,Other
9243,25-29,Man,Netherlands,Master’s degree,5-10 years,3,4-5 years,Other,Small,45000.0,Data Analyst
9261,55-59,Man,Russia,I prefer not to answer,< 1 years,1,No experience,Hospitality/Entertainment/Sports,No team,500.0,Data Analyst
9267,40-44,Man,Netherlands,Doctoral degree,10-20 years,3,10-20 years,Retail/Sales,Medium,112500.0,Data Scientist
9272,22-24,Man,Russia,Master’s degree,1-3 years,1,No experience,Energy/Mining,Small,500.0,Data Engineer
9278,25-29,Man,Russia,Master’s degree,3-5 years,1,3-4 years,Computers/Technology,Large,35000.0,Data Scientist
9283,45-49,Man,UK,Master’s degree,20+ years,3,20 or more years,Broadcasting/Communications,Medium,112500.0,Data Scientist
9286,50-54,Man,UK,Some college,20+ years,4,Under 1 year,Manufacturing/Fabrication,Small,500.0,Data Engineer
9289,25-29,Man,UK,Master’s degree,< 1 years,3,Under 1 year,Insurance/Risk Assessment,Large,55000.0,Data Scientist
9293,30-34,Man,Russia,I prefer not to answer,1-3 years,1,Under 1 year,Other,No team,12500.0,Other
9295,25-29,Man,Germany,Master’s degree,< 1 years,1,No experience,Other,No team,17500.0,Other
9302,45-49,Woman,Spain,Doctoral degree,3-5 years,2,3-4 years,Government/Public Service,Small,35000.0,Data Analyst
9303,22-24,Man,Russia,Master’s degree,1-3 years,3,Under 1 year,Academics/Education,Small,500.0,Data Analyst
