,age,gender,country,education,experience_prog,programming_lang_c,experience_ml,industry,company_size_g,team_size_g,role_group,salary_avg
8838,55-59,Man,Spain,Doctoral degree,20+ years,2,20 or more years,Academics/Education,Large,Small,Data Analyst,55000.0
8840,40-44,Man,Russia,Master’s degree,1-3 years,2,Under 1 year,Marketing/CRM,Large,Medium,Data Scientist,55000.0
8852,40-44,Man,UK,Bachelor’s degree,1-3 years,3,Under 1 year,Other,Large,Small,Data Analyst,35000.0
8854,50-54,Man,Ireland,Doctoral degree,20+ years,3,4-5 years,Academics/Education,Large,Small,Other,112500.0
8861,25-29,Man,Germany,Bachelor’s degree,5-10 years,3,4-5 years,Insurance/Risk Assessment,Large,Small,Other,85000.0
8872,40-44,Woman,France,Master’s degree,20+ years,4,Under 1 year,Medical/Pharmaceutical,Small,No team,Data Scientist,27500.0
8873,30-34,Man,Russia,Master’s degree,3-5 years,3,No experience,Retail/Sales,Large,Small,Data Analyst,65000.0
8876,30-34,Woman,Greece,Doctoral degree,5-10 years,3,2-3 years,Academics/Education,Large,Small,Data Scientist,12500.0
8882,30-34,Man,Poland,Master’s degree,1-3 years,2,1-2 years,Accounting/Finance,Large,Medium,Data Scientist,27500.0
8893,45-49,Man,Russia,Master’s degree,20+ years,2,5-10 years,Computers/Technology,Small,Small,Data Analyst,112500.0
8898,25-29,Other,Russia,Master’s degree,10-20 years,2,2-3 years,Medical/Pharmaceutical,Small,Medium,Data Scientist,17500.0
8900,40-44,Man,Russia,Master’s degree,1-3 years,2,2-3 years,Accounting/Finance,Small,Small,Data Scientist,112500.0
8901,45-49,Man,Spain,Master’s degree,1-3 years,4,1-2 years,Other,Small,Small,Other,112500.0
8905,35-39,Man,Italy,Doctoral degree,5-10 years,4,5-10 years,Hospitality/Entertainment/Sports,Large,Large,Data Scientist,85000.0
8911,35-39,Woman,Germany,Master’s degree,3-5 years,2,3-4 years,Online Service/Internet-based Services,Medium,Small,Data Analyst,75000.0
8918,25-29,Woman,UK,Bachelor’s degree,3-5 years,2,No experience,Online Service/Internet-based Services,Large,Large,Data Analyst,65000.0
8919,25-29,Man,Russia,Master’s degree,1-3 years,2,2-3 years,Government/Public Service,Large,Large,Data Analyst,22500.0
8921,25-29,Woman,France,Master’s degree,1-3 years,1,1-2 years,Academics/Education,Small,Small,Data Analyst,1500.0
8933,25-29,Man,UK,Doctoral degree,5-10 years,2,Under 1 year,Computers/Technology,Medium,No team,Data Engineer,95000.0
8935,25-29,Man,Russia,Master’s degree,< 1 years,1,Under 1 year,Computers/Technology,Large,No team,Other,8750.0
8938,55-59,Man,Italy,Doctoral degree,10-20 years,2,10-20 years,Medical/Pharmaceutical,Large,No team,Data Scientist,22500.0
8948,25-29,Woman,UK,Doctoral degree,1-3 years,1,Under 1 year,Computers/Technology,Small,Large,Data Scientist,85000.0
8952,35-39,Woman,Romania,Master’s degree,5-10 years,4,5-10 years,Computers/Technology,Large,Small,Data Scientist,27500.0
8953,25-29,Man,UK,Bachelor’s degree,5-10 years,2,Under 1 year,Computers/Technology,Large,Large,Data Engineer,35000.0
8955,22-24,Man,Russia,Bachelor’s degree,< 1 years,1,Under 1 year,Non-profit/Service,Small,Small,Data Analyst,39176.71626648631
8960,25-29,Other,France,Doctoral degree,10-20 years,3,5-10 years,Other,Small,Small,Data Engineer,35000.0
8963,50-54,Man,Spain,Some college,< 1 years,3,No experience,Government/Public Service,Large,No team,Data Analyst,1500.0
8966,35-39,Man,Netherlands,Master’s degree,1-3 years,2,Under 1 year,Government/Public Service,Large,Large,Data Analyst,65000.0
8967,35-39,Man,Germany,Doctoral degree,10-20 years,2,No experience,Government/Public Service,Small,No team,Data Scientist,55000.0
8969,35-39,Woman,Czech Republic,Doctoral degree,5-10 years,2,5-10 years,Computers/Technology,Medium,Small,Data Engineer,27500.0
8973,25-29,Man,Belgium,Master’s degree,3-5 years,2,2-3 years,Energy/Mining,Small,Small,Data Scientist,35000.0
8975,45-49,Man,Spain,Professional doctorate,3-5 years,1,4-5 years,Broadcasting/Communications,Large,Large,Other,65000.0
8984,25-29,Man,Germany,Master’s degree,1-3 years,1,1-2 years,Manufacturing/Fabrication,Large,Large,Data Engineer,55000.0
8990,50-54,Man,Spain,Master’s degree,20+ years,1,No experience,Computers/Technology,Medium,Small,Data Engineer,35000.0
8995,25-29,Man,Spain,Some college,3-5 years,2,1-2 years,Online Business/Internet-based Sales,Large,Small,Data Scientist,85000.0
9000,25-29,Man,UK,Bachelor’s degree,1-3 years,2,1-2 years,Other,Large,Large,Data Analyst,55000.0
9008,40-44,Man,UK,Professional doctorate,10-20 years,3,2-3 years,Accounting/Finance,Large,Large,Data Analyst,75000.0
9016,35-39,Other,Czech Republic,Master’s degree,10-20 years,4,3-4 years,Shipping/Transportation,Large,Large,Data Analyst,55000.0
9017,40-44,Man,France,Master’s degree,3-5 years,1,4-5 years,Shipping/Transportation,Medium,Small,Data Scientist,55000.0
9020,35-39,Man,Russia,Master’s degree,5-10 years,2,Under 1 year,Online Business/Internet-based Sales,Large,Small,Data Analyst,22500.0
9022,22-24,Man,Russia,Master’s degree,1-3 years,2,No experience,Retail/Sales,Small,Small,Data Engineer,500.0
9025,40-44,Man,Romania,Master’s degree,< 1 years,1,1-2 years,Other,Large,No team,Other,17500.0
9029,45-49,Man,UK,Doctoral degree,3-5 years,3,2-3 years,Government/Public Service,Large,No team,Data Engineer,45000.0
9035,50-54,Man,Russia,Master’s degree,20+ years,2,Under 1 year,Manufacturing/Fabrication,Large,Small,Data Analyst,17500.0
9038,45-49,Man,Germany,Doctoral degree,10-20 years,2,10-20 years,Computers/Technology,Large,Small,Data Scientist,137500.0
9042,45-49,Man,Russia,Bachelor’s degree,5-10 years,4,4-5 years,Energy/Mining,Small,Small,Data Scientist,39176.71626648631
9045,22-24,Man,Portugal,Bachelor’s degree,< 1 years,1,Under 1 year,Broadcasting/Communications,Large,Large,Other,8750.0
9048,40-44,Man,Russia,Some college,< 1 years,2,Under 1 year,Marketing/CRM,Small,Small,Data Analyst,17500.0
9052,40-44,Woman,Sweden,Master’s degree,10-20 years,1,No experience,Medical/Pharmaceutical,Large,Large,Other,85000.0
9059,50-54,Man,Ireland,Master’s degree,5-10 years,3,No experience,Government/Public Service,Large,Large,Data Engineer,85000.0
9070,50-54,Man,Romania,Doctoral degree,20+ years,3,1-2 years,Academics/Education,Large,Small,Data Scientist,35000.0
9077,30-34,Man,Russia,High school,10-20 years,2,No experience,Manufacturing/Fabrication,Large,Small,Data Engineer,1500.0
9079,45-49,Man,Romania,Master’s degree,3-5 years,3,Under 1 year,Marketing/CRM,Large,Small,Data Analyst,17500.0
9085,45-49,Man,UK,Master’s degree,< 1 years,1,Under 1 year,Retail/Sales,Large,Large,Other,65000.0
9103,40-44,Man,Germany,Doctoral degree,20+ years,4,10-20 years,Academics/Education,Medium,Large,Other,65000.0
9112,30-34,Other,Italy,Master’s degree,5-10 years,4,2-3 years,Computers/Technology,Large,Small,Other,22500.0
9115,30-34,Man,Ukraine,Doctoral degree,< 1 years,1,Under 1 year,Academics/Education,Medium,Medium,Data Scientist,4500.0
9129,45-49,Man,Spain,Master’s degree,20+ years,3,2-3 years,Broadcasting/Communications,Large,Medium,Data Analyst,65000.0
9139,30-34,Man,Russia,Bachelor’s degree,< 1 years,2,Under 1 year,Marketing/CRM,Small,No team,Data Scientist,17500.0
9142,18-21,Man,Russia,Bachelor’s degree,1-3 years,2,Under 1 year,Academics/Education,Large,Small,Data Engineer,2500.0
9152,40-44,Man,Poland,Master’s degree,20+ years,3,No experience,Accounting/Finance,Small,No team,Data Engineer,65000.0
9163,45-49,Woman,UK,Some college,< 1 years,2,Under 1 year,Manufacturing/Fabrication,Large,Large,Data Scientist,35000.0
9177,22-24,Man,Ukraine,Master’s degree,5-10 years,1,1-2 years,Computers/Technology,Small,Small,Data Engineer,1500.0
9186,18-21,Woman,Ukraine,Bachelor’s degree,< 1 years,2,No experience,Marketing/CRM,Large,Small,Other,6250.0
9196,40-44,Man,Switzerland,Doctoral degree,20+ years,1,10-20 years,Computers/Technology,Large,Large,Data Analyst,137500.0
9204,35-39,Man,Spain,Master’s degree,1-3 years,1,Under 1 year,Manufacturing/Fabrication,Large,Large,Data Analyst,85000.0
9213,35-39,Man,France,Bachelor’s degree,3-5 years,1,Under 1 year,Government/Public Service,Large,No team,Data Analyst,1500.0
9215,35-39,Man,Russia,I prefer not to answer,< 1 years,1,Under 1 year,Accounting/Finance,Small,No team,Data Analyst,500.0
9219,25-29,Man,Netherlands,Master’s degree,3-5 years,3,3-4 years,Medical/Pharmaceutical,Small,Small,Data Scientist,45000.0
9235,40-44,Man,Germany,Doctoral degree,10-20 years,1,5-10 years,Computers/Technology,Small,Small,Data Engineer,95000.0
9238,25-29,Man,France,Master’s degree,3-5 years,3,1-2 years,Energy/Mining,Small,Small,Data Engineer,45000.0
9243,45-49,Woman,UK,Master’s degree,1-3 years,1,2-3 years,Computers/Technology,Large,Large,Other,112500.0
9257,25-29,Man,France,Master’s degree,1-3 years,2,1-2 years,Broadcasting/Communications,Large,Large,Data Scientist,45000.0
9259,50-54,Man,Spain,Doctoral degree,20+ years,4,20 or more years,Academics/Education,Large,Large,Data Scientist,65000.0
9260,35-39,Man,Russia,High school,10-20 years,2,Under 1 year,Accounting/Finance,Small,Small,Data Engineer,22500.0
9263,50-54,Man,Netherlands,Master’s degree,1-3 years,2,1-2 years,Broadcasting/Communications,Small,Small,Data Analyst,112500.0
9264,30-34,Man,Italy,Master’s degree,5-10 years,2,Under 1 year,Manufacturing/Fabrication,Small,Small,Data Engineer,35000.0
9267,35-39,Man,Russia,Master’s degree,1-3 years,4,1-2 years,Computers/Technology,Small,Small,Data Engineer,6250.0
9272,30-34,Man,Russia,Master’s degree,1-3 years,2,Under 1 year,Manufacturing/Fabrication,Large,Small,Other,12500.0
9278,22-24,Man,Romania,Bachelor’s degree,10-20 years,1,No experience,Medical/Pharmaceutical,Small,No team,Data Engineer,39176.71626648631
9280,45-49,Man,Italy,Bachelor’s degree,< 1 years,1,Under 1 year,Computers/Technology,Large,Large,Data Analyst,55000.0
9286,40-44,Man,UK,Some college,10-20 years,4,5-10 years,Manufacturing/Fabrication,Large,Large,Data Engineer,137500.0
9288,55-59,Man,Spain,Bachelor’s degree,20+ years,2,1-2 years,Computers/Technology,Large,Large,Data Engineer,55000.0
9292,45-49,Man,Greece,Doctoral degree,3-5 years,2,No experience,Government/Public Service,Large,No team,Data Scientist,500.0
9301,25-29,Man,UK,Bachelor’s degree,3-5 years,2,1-2 years,Broadcasting/Communications,Large,Large,Data Scientist,65000.0
9317,25-29,Man,Belgium,Bachelor’s degree,3-5 years,1,1-2 years,Academics/Education,Small,Small,Data Engineer,500.0
9321,30-34,Man,Spain,Master’s degree,< 1 years,1,Under 1 year,Government/Public Service,Large,No team,Data Analyst,45000.0
9326,25-29,Woman,Greece,Master’s degree,< 1 years,3,1-2 years,Computers/Technology,Small,Small,Data Scientist,8750.0
9328,35-39,Man,Italy,Doctoral degree,5-10 years,2,5-10 years,Academics/Education,Medium,Small,Data Scientist,22500.0
9340,35-39,Man,Spain,Doctoral degree,5-10 years,1,1-2 years,Accounting/Finance,Large,Small,Data Engineer,35000.0
9353,55-59,Man,Spain,Doctoral degree,20+ years,3,5-10 years,Academics/Education,Small,Small,Data Scientist,112500.0
9368,35-39,Man,France,Master’s degree,1-3 years,3,No experience,Insurance/Risk Assessment,Medium,No team,Data Analyst,2500.0
9374,35-39,Woman,Germany,Doctoral degree,3-5 years,3,1-2 years,Online Service/Internet-based Services,Large,Large,Data Analyst,65000.0
9375,35-39,Man,Germany,Master’s degree,5-10 years,1,No experience,Medical/Pharmaceutical,Small,No team,Data Analyst,500.0
9386,35-39,Man,Belarus,Master’s degree,5-10 years,3,1-2 years,Online Business/Internet-based Sales,Small,Small,Data Engineer,55000.0
9389,55-59,Man,Netherlands,Master’s degree,20+ years,3,5-10 years,Government/Public Service,Large,Large,Data Scientist,500.0
9391,30-34,Man,Portugal,Bachelor’s degree,1-3 years,2,2-3 years,Retail/Sales,Large,Small,Data Scientist,55000.0
9392,25-29,Man,Russia,Master’s degree,5-10 years,2,2-3 years,Retail/Sales,Large,Large,Data Analyst,17500.0
9397,25-29,Man,Belarus,Some college,< 1 years,1,No experience,Non-profit/Service,Small,No team,Data Scientist,2500.0
9399,30-34,Man,Italy,Doctoral degree,5-10 years,4,4-5 years,Academics/Education,Small,No team,Data Scientist,17500.0
9400,45-49,Man,Italy,Master’s degree,20+ years,4,4-5 years,Computers/Technology,Small,Small,Data Scientist,85000.0
9409,35-39,Man,France,Bachelor’s degree,3-5 years,2,Under 1 year,Manufacturing/Fabrication,Large,Small,Data Scientist,17500.0
9415,25-29,Man,Russia,Bachelor’s degree,1-3 years,1,2-3 years,Accounting/Finance,Small,Small,Data Analyst,39176.71626648631
9439,35-39,Man,Russia,Master’s degree,< 1 years,2,Under 1 year,Accounting/Finance,Small,Small,Data Analyst,22500.0
9446,40-44,Man,UK,Master’s degree,3-5 years,2,Under 1 year,Government/Public Service,Large,Medium,Data Analyst,65000.0
9450,50-54,Man,Italy,Master’s degree,5-10 years,2,3-4 years,Accounting/Finance,Large,Large,Other,55000.0
9456,45-49,Man,Greece,Master’s degree,20+ years,1,3-4 years,Computers/Technology,Medium,Small,Data Engineer,95000.0
9457,35-39,Man,Italy,Doctoral degree,10-20 years,2,10-20 years,Manufacturing/Fabrication,Large,Small,Other,112500.0
9460,22-24,Man,France,Master’s degree,3-5 years,2,1-2 years,Hospitality/Entertainment/Sports,Medium,Small,Data Scientist,55000.0
9467,45-49,Man,Germany,Master’s degree,20+ years,3,5-10 years,Computers/Technology,Large,Large,Data Engineer,137500.0
9482,22-24,Man,Spain,Doctoral degree,1-3 years,2,2-3 years,Medical/Pharmaceutical,Large,Small,Data Scientist,1500.0
9484,25-29,Man,Italy,Professional doctorate,5-10 years,2,3-4 years,Academics/Education,Small,Small,Data Scientist,22500.0
9490,40-44,Man,Austria,Doctoral degree,10-20 years,4,10-20 years,Computers/Technology,Large,Large,Other,75000.0
9494,30-34,Woman,Germany,Master’s degree,5-10 years,2,3-4 years,Academics/Education,Large,Large,Data Scientist,65000.0
9512,30-34,Man,Germany,Master’s degree,5-10 years,1,3-4 years,Other,Large,Medium,Data Analyst,85000.0
9513,35-39,Man,Sweden,Master’s degree,5-10 years,2,3-4 years,Medical/Pharmaceutical,Large,Small,Data Scientist,65000.0
9516,30-34,Man,Russia,Master’s degree,3-5 years,3,2-3 years,Academics/Education,Small,No team,Data Scientist,4500.0
9518,25-29,Man,Spain,Bachelor’s degree,5-10 years,1,2-3 years,Broadcasting/Communications,Large,Small,Data Engineer,85000.0
9520,35-39,Man,Sweden,Master’s degree,10-20 years,4,Under 1 year,Online Service/Internet-based Services,Large,Large,Data Engineer,75000.0
9526,35-39,Man,Spain,Master’s degree,10-20 years,2,10-20 years,Accounting/Finance,Medium,Large,Data Scientist,75000.0
9535,35-39,Woman,Spain,Master’s degree,5-10 years,4,4-5 years,Online Service/Internet-based Services,Small,Small,Data Analyst,55000.0
9538,55-59,Man,Netherlands,Bachelor’s degree,20+ years,3,3-4 years,Government/Public Service,Large,Medium,Data Engineer,85000.0
9539,50-54,Man,France,Some college,10-20 years,1,Under 1 year,Accounting/Finance,Small,No team,Data Analyst,1500.0
9544,25-29,Man,Russia,Bachelor’s degree,< 1 years,1,Under 1 year,Academics/Education,Large,Small,Data Scientist,500.0
9546,25-29,Man,UK,Master’s degree,3-5 years,1,2-3 years,Medical/Pharmaceutical,Medium,Small,Data Analyst,45000.0
9558,25-29,Man,Belgium,Master’s degree,3-5 years,1,3-4 years,Energy/Mining,Large,Medium,Data Scientist,55000.0
9567,40-44,Woman,Germany,Doctoral degree,1-3 years,2,1-2 years,Academics/Education,Large,Large,Data Analyst,2500.0
9569,50-54,Man,Italy,Master’s degree,20+ years,4,4-5 years,Computers/Technology,Large,Small,Data Analyst,45000.0
9572,22-24,Man,Russia,Doctoral degree,< 1 years,1,Under 1 year,Retail/Sales,Medium,Small,Data Scientist,1500.0
9582,40-44,Man,Poland,Master’s degree,3-5 years,1,10-20 years,Insurance/Risk Assessment,Small,Medium,Data Scientist,35000.0
9591,30-34,Man,UK,Some college,1-3 years,2,Under 1 year,Government/Public Service,Large,Medium,Data Analyst,35000.0
9595,35-39,Man,France,Master’s degree,5-10 years,2,Under 1 year,Manufacturing/Fabrication,Large,Small,Data Scientist,45000.0
9596,35-39,Man,Romania,Master’s degree,1-3 years,1,Under 1 year,Online Business/Internet-based Sales,Small,Small,Data Analyst,27500.0
9600,30-34,Man,Ukraine,Doctoral degree,10-20 years,1,No experience,Academics/Education,Large,Large,Data Scientist,6250.0
9607,25-29,Man,France,Master’s degree,1-3 years,3,1-2 years,Government/Public Service,Medium,Small,Data Scientist,2500.0
9609,25-29,Woman,Russia,Master’s degree,< 1 years,1,No experience,Academics/Education,Large,Medium,Other,4500.0
9628,45-49,Man,Belgium,Master’s degree,3-5 years,2,3-4 years,Manufacturing/Fabrication,Large,No team,Data Analyst,112500.0
9630,25-29,Man,Netherlands,Master’s degree,1-3 years,2,No experience,Other,Small,No team,Data Scientist,500.0
9634,55-59,Man,Russia,Doctoral degree,20+ years,3,1-2 years,Computers/Technology,Large,Small,Data Scientist,17500.0
9636,45-49,Man,Spain,Bachelor’s degree,5-10 years,1,Under 1 year,Accounting/Finance,Medium,Small,Data Analyst,45000.0
9645,25-29,Woman,UK,Master’s degree,5-10 years,3,4-5 years,Medical/Pharmaceutical,Large,Medium,Data Scientist,112500.0
9648,30-34,Man,Russia,Master’s degree,1-3 years,2,Under 1 year,Government/Public Service,Medium,Small,Data Analyst,1500.0
9662,25-29,Man,Spain,Master’s degree,3-5 years,2,1-2 years,Academics/Education,Large,Small,Data Scientist,500.0
9678,50-54,Man,Czech Republic,Master’s degree,10-20 years,4,1-2 years,Retail/Sales,Large,Small,Data Engineer,500.0
9680,50-54,Man,Czech Republic,Master’s degree,1-3 years,1,Under 1 year,Shipping/Transportation,Large,Small,Data Analyst,27500.0
9688,55-59,Man,France,Master’s degree,5-10 years,2,4-5 years,Medical/Pharmaceutical,Small,Small,Data Scientist,500.0
9691,40-44,Other,UK,Master’s degree,< 1 years,1,Under 1 year,Government/Public Service,Large,Large,Data Analyst,45000.0
9693,25-29,Man,Greece,Master’s degree,1-3 years,2,Under 1 year,Energy/Mining,Large,No team,Other,22500.0
9695,35-39,Man,Belgium,Doctoral degree,5-10 years,1,5-10 years,Medical/Pharmaceutical,Large,Large,Data Scientist,39176.71626648631
9696,50-54,Man,Spain,Master’s degree,1-3 years,3,1-2 years,Accounting/Finance,Large,Large,Data Analyst,85000.0
9697,45-49,Man,Russia,Professional doctorate,3-5 years,2,Under 1 year,Academics/Education,Medium,Small,Data Scientist,500.0
9698,22-24,Man,Poland,Bachelor’s degree,3-5 years,2,1-2 years,Computers/Technology,Large,Medium,Data Engineer,500.0
9699,40-44,Man,Italy,Master’s degree,1-3 years,2,10-20 years,Other,Large,Small,Data Scientist,45000.0
9703,35-39,Woman,UK,Doctoral degree,10-20 years,3,5-10 years,Energy/Mining,Large,Small,Data Scientist,95000.0
