,age,gender,country,education,role,experience_prog,programming_lang_c,experience_ml,industry,company_size,team_size,salary,country_group,company_size_g,team_size_g,salary_avg,salary_group,role_group
15399,60-69,Man,UK,Bachelor’s degree,Business Analyst,20+ years,3,Under 1 year,Shipping/Transportation,0-49 employees,0,25000-29999,Europe,Small,No team,27500.0,between 10k and 30k,Data Analyst
15400,60-69,Man,Other,Some college,Business Analyst,1-3 years,2,Under 1 year,Online Service/Internet-based Services,0-49 employees,0,20000-24999,Other,Small,No team,22500.0,between 10k and 30k,Data Analyst
15401,40-44,Man,USA,Doctoral degree,Research Scientist,10-20 years,2,3-4 years,Government/Public Service,50-249 employees,15-19,90000-99999,USA,Medium,Medium,95000.0,between 80k and 125k,Data Scientist
15404,22-24,Man,India,Bachelor’s degree,Other,< 1 years,1,No experience,Shipping/Transportation,"10,000 or more employees",0,0-999,India,Large,No team,500.0,less than 10k,Other
15406,25-29,Man,Brazil,Master’s degree,Research Scientist,< 1 years,2,No experience,Academics/Education,"1000-9,999 employees",0,4000-4999,Other,Large,No team,4500.0,less than 10k,Data Scientist
15407,18-21,Man,India,Master’s degree,Data Scientist,1-3 years,1,Under 1 year,Other,0-49 employees,0,0-999,India,Small,No team,500.0,less than 10k,Data Scientist
15408,45-49,Woman,Japan,Master’s degree,Research Scientist,< 1 years,1,10-20 years,Manufacturing/Fabrication,"10,000 or more employees",20+,4000-4999,Other,Large,Large,4500.0,less than 10k,Data Scientist
15410,55-59,Man,Poland,Some college,Business Analyst,3-5 years,2,2-3 years,Energy/Mining,0-49 employees,1-2,10000-14999,Europe,Small,Small,12500.0,between 10k and 30k,Data Analyst
15411,18-21,Woman,India,Master’s degree,Data Analyst,1-3 years,5,Under 1 year,Academics/Education,0-49 employees,0,0-999,India,Small,No team,500.0,less than 10k,Data Analyst
15412,35-39,Man,USA,Doctoral degree,Software Engineer,10-20 years,2,3-4 years,Military/Security/Defense,"1000-9,999 employees",15-19,100000-124999,USA,Large,Medium,112500.0,between 80k and 125k,Data Engineer
15415,22-24,Man,India,Bachelor’s degree,Software Engineer,5-10 years,3,3-4 years,Computers/Technology,"10,000 or more employees",20+,5000-7499,India,Large,Large,6250.0,less than 10k,Data Engineer
15416,30-34,Man,UAE,Master’s degree,Data Analyst,< 1 years,2,Under 1 year,Retail/Sales,0-49 employees,3-4,10000-14999,Other,Small,Small,12500.0,between 10k and 30k,Data Analyst
15417,25-29,Man,USA,Master’s degree,Business Analyst,< 1 years,3,No experience,Retail/Sales,"1000-9,999 employees",20+,20000-24999,USA,Large,Large,22500.0,between 10k and 30k,Data Analyst
15418,25-29,Man,China,Master’s degree,Data Analyst,< 1 years,1,Under 1 year,Marketing/CRM,250-999 employees,10-14,1000-1999,Other,Large,Medium,1500.0,less than 10k,Data Analyst
15419,25-29,Man,USA,Master’s degree,Program/Project Manager,5-10 years,2,No experience,Computers/Technology,"10,000 or more employees",20+,150000-199999,USA,Large,Large,175000.0,more than 125k,Data Analyst
15420,35-39,Man,Other,High school,Other,1-3 years,2,No experience,Shipping/Transportation,"10,000 or more employees",20+,5000-7499,Other,Large,Large,6250.0,less than 10k,Other
15421,25-29,Man,India,Master’s degree,Data Scientist,3-5 years,1,1-2 years,Online Business/Internet-based Sales,"10,000 or more employees",3-4,200000-249999,India,Large,Small,225000.0,more than 125k,Data Scientist
15424,30-34,Woman,UK,Master’s degree,Machine Learning Engineer,5-10 years,2,3-4 years,Online Business/Internet-based Sales,"1000-9,999 employees",20+,125000-149999,Europe,Large,Large,137500.0,more than 125k,Data Engineer
15425,30-34,Man,South Korea,Doctoral degree,Research Scientist,5-10 years,2,4-5 years,Medical/Pharmaceutical,"1000-9,999 employees",20+,80000-89999,Other,Large,Large,85000.0,between 80k and 125k,Data Scientist
15426,22-24,Man,India,Master’s degree,Data Engineer,1-3 years,2,1-2 years,Online Service/Internet-based Services,0-49 employees,1-2,0-999,India,Small,Small,500.0,less than 10k,Data Engineer
15427,40-44,Man,Other,Master’s degree,Business Analyst,10-20 years,2,Under 1 year,Energy/Mining,"1000-9,999 employees",3-4,100000-124999,Other,Large,Small,112500.0,between 80k and 125k,Data Analyst
15428,55-59,Man,Spain,Master’s degree,Software Engineer,10-20 years,2,Under 1 year,Manufacturing/Fabrication,0-49 employees,0,30000-39999,Europe,Small,No team,35000.0,between 30k and 50k,Data Engineer
15429,30-34,Man,Ireland,Doctoral degree,Data Scientist,3-5 years,1,3-4 years,Energy/Mining,50-249 employees,3-4,70000-79999,Europe,Medium,Small,75000.0,between 50k and 80k,Data Scientist
15431,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years,4,1-2 years,Other,250-999 employees,15-19,7500-9999,India,Large,Medium,8750.0,less than 10k,Data Engineer
15432,35-39,Man,Germany,Master’s degree,Other,10-20 years,2,10-20 years,Online Service/Internet-based Services,"1000-9,999 employees",10-14,150000-199999,Europe,Large,Medium,175000.0,more than 125k,Other
15433,55-59,Man,Ireland,Bachelor’s degree,Other,< 1 years,1,No experience,Manufacturing/Fabrication,0-49 employees,0,0-999,Europe,Small,No team,500.0,less than 10k,Other
15436,35-39,Man,Italy,High school,Machine Learning Engineer,< 1 years,1,Under 1 year,Other,"1000-9,999 employees",0,25000-29999,Europe,Large,No team,27500.0,between 10k and 30k,Data Engineer
15438,22-24,Man,China,Some college,Data Analyst,1-3 years,1,Under 1 year,Computers/Technology,50-249 employees,0,5000-7499,Other,Medium,No team,6250.0,less than 10k,Data Analyst
15440,18-21,Man,India,Bachelor’s degree,Software Engineer,1-3 years,4,No experience,Computers/Technology,50-249 employees,10-14,3000-3999,India,Medium,Medium,3500.0,less than 10k,Data Engineer
15441,18-21,Man,France,Master’s degree,Machine Learning Engineer,3-5 years,2,Under 1 year,Shipping/Transportation,"1000-9,999 employees",5-9,0-999,Europe,Large,Small,500.0,less than 10k,Data Engineer
15443,40-44,Man,Germany,Doctoral degree,Data Scientist,10-20 years,2,5-10 years,Accounting/Finance,"10,000 or more employees",10-14,100000-124999,Europe,Large,Medium,112500.0,between 80k and 125k,Data Scientist
15444,40-44,Man,India,Master’s degree,Data Scientist,20+ years,5,3-4 years,Computers/Technology,0-49 employees,3-4,100000-124999,India,Small,Small,112500.0,between 80k and 125k,Data Scientist
15448,30-34,Man,USA,Doctoral degree,Data Scientist,10-20 years,5,5-10 years,Non-profit/Service,50-249 employees,3-4,100000-124999,USA,Medium,Small,112500.0,between 80k and 125k,Data Scientist
15449,50-54,Man,Japan,Doctoral degree,Software Engineer,20+ years,4,Under 1 year,Other,50-249 employees,5-9,5000-7499,Other,Medium,Small,6250.0,less than 10k,Data Engineer
15453,25-29,Man,Pakistan,Master’s degree,Machine Learning Engineer,3-5 years,1,Under 1 year,Computers/Technology,0-49 employees,1-2,0-999,Other,Small,Small,500.0,less than 10k,Data Engineer
15458,30-34,Man,India,Bachelor’s degree,Software Engineer,< 1 years,1,No experience,Computers/Technology,"10,000 or more employees",20+,7500-9999,India,Large,Large,8750.0,less than 10k,Data Engineer
15461,25-29,Woman,Austria,Doctoral degree,Research Scientist,1-3 years,1,Under 1 year,Academics/Education,50-249 employees,5-9,2000-2999,Europe,Medium,Small,2500.0,less than 10k,Data Scientist
15462,25-29,Man,USA,Master’s degree,Machine Learning Engineer,3-5 years,1,3-4 years,Other,0-49 employees,15-19,150000-199999,USA,Small,Medium,175000.0,more than 125k,Data Engineer
15468,18-21,Man,Russia,Bachelor’s degree,Data Scientist,1-3 years,3,1-2 years,Non-profit/Service,0-49 employees,0,0-999,Europe,Small,No team,500.0,less than 10k,Data Scientist
15469,35-39,Man,Brazil,Bachelor’s degree,Business Analyst,10-20 years,6,1-2 years,Government/Public Service,"1000-9,999 employees",1-2,70000-79999,Other,Large,Small,75000.0,between 50k and 80k,Data Analyst
15470,45-49,Man,Egypt,Professional doctorate,Research Scientist,10-20 years,2,No experience,Academics/Education,"10,000 or more employees",5-9,30000-39999,Other,Large,Small,35000.0,between 30k and 50k,Data Scientist
15472,30-34,Man,Spain,High school,DBA/Database Engineer,5-10 years,7,4-5 years,Retail/Sales,0-49 employees,0,0-999,Europe,Small,No team,500.0,less than 10k,Data Engineer
15473,50-54,Man,Taiwan,Doctoral degree,Developer Relations/Advocacy,20+ years,5,4-5 years,Computers/Technology,50-249 employees,0,70000-79999,Other,Medium,No team,75000.0,between 50k and 80k,Data Engineer
15475,30-34,Man,Nigeria,Master’s degree,Machine Learning Engineer,1-3 years,1,1-2 years,Retail/Sales,50-249 employees,3-4,10000-14999,Other,Medium,Small,12500.0,between 10k and 30k,Data Engineer
15476,25-29,Other,China,High school,Software Engineer,1-3 years,3,Under 1 year,Computers/Technology,"10,000 or more employees",20+,0-999,Other,Large,Large,500.0,less than 10k,Data Engineer
15477,55-59,Man,Argentina,Bachelor’s degree,Program/Project Manager,20+ years,8,3-4 years,Energy/Mining,"10,000 or more employees",20+,60000-69999,Other,Large,Large,65000.0,between 50k and 80k,Data Analyst
15479,18-21,Woman,Italy,Master’s degree,Data Analyst,1-3 years,1,Under 1 year,Hospitality/Entertainment/Sports,250-999 employees,1-2,0-999,Europe,Large,Small,500.0,less than 10k,Data Analyst
15480,25-29,Other,France,Master’s degree,Data Scientist,3-5 years,3,1-2 years,Academics/Education,50-249 employees,3-4,30000-39999,Europe,Medium,Small,35000.0,between 30k and 50k,Data Scientist
15481,45-49,Woman,Taiwan,Master’s degree,Business Analyst,3-5 years,2,No experience,Accounting/Finance,250-999 employees,20+,0-999,Other,Large,Large,500.0,less than 10k,Data Analyst
15482,35-39,Man,Canada,Master’s degree,Data Analyst,1-3 years,2,3-4 years,Computers/Technology,"10,000 or more employees",0,50000-59999,Other,Large,No team,55000.0,between 50k and 80k,Data Analyst
15485,25-29,Man,Brazil,Some college,Research Scientist,1-3 years,2,1-2 years,Academics/Education,0-49 employees,0,0-999,Other,Small,No team,500.0,less than 10k,Data Scientist
15487,50-54,Man,Switzerland,Doctoral degree,Other,10-20 years,1,20 or more years,Academics/Education,250-999 employees,10-14,150000-199999,Europe,Large,Medium,175000.0,more than 125k,Other
15489,35-39,Man,India,Master’s degree,Other,1-3 years,2,Under 1 year,Computers/Technology,"1000-9,999 employees",0,30000-39999,India,Large,No team,35000.0,between 30k and 50k,Other
15490,60-69,Man,USA,Doctoral degree,Research Scientist,20+ years,3,10-20 years,Academics/Education,"1000-9,999 employees",20+,70000-79999,USA,Large,Large,75000.0,between 50k and 80k,Data Scientist
15491,30-34,Man,India,Master’s degree,Data Scientist,3-5 years,1,2-3 years,Computers/Technology,"10,000 or more employees",5-9,10000-14999,India,Large,Small,12500.0,between 10k and 30k,Data Scientist
15492,18-21,Woman,India,Master’s degree,Software Engineer,1-3 years,4,Under 1 year,Computers/Technology,250-999 employees,1-2,2000-2999,India,Large,Small,2500.0,less than 10k,Data Engineer
15496,30-34,Man,Other,Bachelor’s degree,Program/Project Manager,10-20 years,5,4-5 years,Other,50-249 employees,3-4,125000-149999,Other,Medium,Small,137500.0,more than 125k,Data Analyst
15500,18-21,Woman,Other,Master’s degree,Data Analyst,1-3 years,4,2-3 years,Other,0-49 employees,1-2,0-999,Other,Small,Small,500.0,less than 10k,Data Analyst
15502,25-29,Man,Italy,Doctoral degree,Research Scientist,10-20 years,3,3-4 years,Academics/Education,"1000-9,999 employees",1-2,1000-1999,Europe,Large,Small,1500.0,less than 10k,Data Scientist
15505,45-49,Man,Japan,Master’s degree,Research Scientist,20+ years,1,4-5 years,Broadcasting/Communications,"10,000 or more employees",5-9,100000-124999,Other,Large,Small,112500.0,between 80k and 125k,Data Scientist
15506,25-29,Man,USA,Master’s degree,Data Engineer,3-5 years,4,3-4 years,Medical/Pharmaceutical,"10,000 or more employees",3-4,100000-124999,USA,Large,Small,112500.0,between 80k and 125k,Data Engineer
15507,22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,1-3 years,1,Under 1 year,Computers/Technology,50-249 employees,3-4,60000-69999,Other,Medium,Small,65000.0,between 50k and 80k,Data Analyst
15512,45-49,Man,Belarus,Doctoral degree,Program/Project Manager,10-20 years,2,4-5 years,Computers/Technology,0-49 employees,5-9,30000-39999,Europe,Small,Small,35000.0,between 30k and 50k,Data Analyst
15513,22-24,Woman,China,Master’s degree,Data Analyst,< 1 years,2,No experience,Online Business/Internet-based Sales,50-249 employees,1-2,0-999,Other,Medium,Small,500.0,less than 10k,Data Analyst
15516,18-21,Man,India,Bachelor’s degree,Other,3-5 years,2,1-2 years,Computers/Technology,0-49 employees,5-9,5000-7499,India,Small,Small,6250.0,less than 10k,Other
15517,22-24,Man,Other,Master’s degree,Software Engineer,1-3 years,7,Under 1 year,Computers/Technology,0-49 employees,0,0-999,Other,Small,No team,500.0,less than 10k,Data Engineer
15518,18-21,Man,Brazil,Some college,Other,1-3 years,2,Under 1 year,Retail/Sales,"10,000 or more employees",5-9,0-999,Other,Large,Small,500.0,less than 10k,Other
15519,22-24,Man,India,Bachelor’s degree,Software Engineer,1-3 years,3,1-2 years,Accounting/Finance,"10,000 or more employees",3-4,10000-14999,India,Large,Small,12500.0,between 10k and 30k,Data Engineer
15522,22-24,Woman,India,Bachelor’s degree,Data Scientist,1-3 years,3,Under 1 year,Non-profit/Service,250-999 employees,5-9,10000-14999,India,Large,Small,12500.0,between 10k and 30k,Data Scientist
15523,60-69,Man,India,Master’s degree,Other,20+ years,8,Under 1 year,Academics/Education,0-49 employees,0,0-999,India,Small,No team,500.0,less than 10k,Other
15524,22-24,Man,India,Bachelor’s degree,Data Scientist,1-3 years,1,2-3 years,Computers/Technology,250-999 employees,5-9,3000-3999,India,Large,Small,3500.0,less than 10k,Data Scientist
15525,55-59,Man,USA,Bachelor’s degree,Program/Project Manager,20+ years,3,2-3 years,Computers/Technology,"10,000 or more employees",20+,125000-149999,USA,Large,Large,137500.0,more than 125k,Data Analyst
15528,45-49,Man,UK,Master’s degree,Data Analyst,< 1 years,2,Under 1 year,Medical/Pharmaceutical,0-49 employees,1-2,25000-29999,Europe,Small,Small,27500.0,between 10k and 30k,Data Analyst
15532,35-39,Man,Germany,Doctoral degree,Research Scientist,10-20 years,9,10-20 years,Academics/Education,"1000-9,999 employees",20+,20000-24999,Europe,Large,Large,22500.0,between 10k and 30k,Data Scientist
15533,30-34,Man,Greece,Master’s degree,Data Analyst,< 1 years,3,2-3 years,Computers/Technology,0-49 employees,3-4,0-999,Europe,Small,Small,500.0,less than 10k,Data Analyst
15534,22-24,Other,UK,Master’s degree,Machine Learning Engineer,3-5 years,1,1-2 years,Academics/Education,0-49 employees,1-2,40000-49999,Europe,Small,Small,45000.0,between 30k and 50k,Data Engineer
15536,25-29,Man,Indonesia,Master’s degree,Other,1-3 years,3,Under 1 year,Academics/Education,"10,000 or more employees",3-4,0-999,Other,Large,Small,500.0,less than 10k,Other
15537,35-39,Man,Other,Bachelor’s degree,Program/Project Manager,< 1 years,3,Under 1 year,Retail/Sales,0-49 employees,0,1000-1999,Other,Small,No team,1500.0,less than 10k,Data Analyst
15539,22-24,Man,India,Bachelor’s degree,Other,< 1 years,1,Under 1 year,Computers/Technology,0-49 employees,0,0-999,India,Small,No team,500.0,less than 10k,Other
15542,22-24,Man,India,Master’s degree,Data Analyst,< 1 years,3,Under 1 year,Retail/Sales,"10,000 or more employees",3-4,30000-39999,India,Large,Small,35000.0,between 30k and 50k,Data Analyst
15543,30-34,Man,Ecuador,Bachelor’s degree,Data Analyst,< 1 years,2,Under 1 year,Government/Public Service,0-49 employees,0,0-999,Other,Small,No team,500.0,less than 10k,Data Analyst
15545,40-44,Man,Japan,Bachelor’s degree,Business Analyst,1-3 years,3,Under 1 year,Online Service/Internet-based Services,"1000-9,999 employees",20+,70000-79999,Other,Large,Large,75000.0,between 50k and 80k,Data Analyst
15548,55-59,Woman,UK,Master’s degree,Business Analyst,< 1 years,1,No experience,Accounting/Finance,0-49 employees,0,100000-124999,Europe,Small,No team,112500.0,between 80k and 125k,Data Analyst
15550,25-29,Man,Singapore,Bachelor’s degree,Software Engineer,3-5 years,1,Under 1 year,Computers/Technology,50-249 employees,20+,125000-149999,Other,Medium,Large,137500.0,more than 125k,Data Engineer
15555,30-34,Man,Poland,Master’s degree,Data Scientist,5-10 years,2,4-5 years,Medical/Pharmaceutical,0-49 employees,1-2,25000-29999,Europe,Small,Small,27500.0,between 10k and 30k,Data Scientist
15556,30-34,Man,France,Master’s degree,Other,1-3 years,2,Under 1 year,Government/Public Service,"1000-9,999 employees",5-9,30000-39999,Europe,Large,Small,35000.0,between 30k and 50k,Other
15559,25-29,Man,Turkey,Bachelor’s degree,Data Analyst,1-3 years,2,1-2 years,Marketing/CRM,"10,000 or more employees",20+,10000-14999,Other,Large,Large,12500.0,between 10k and 30k,Data Analyst
15562,45-49,Man,USA,Master’s degree,Other,10-20 years,4,10-20 years,Other,50-249 employees,3-4,125000-149999,USA,Medium,Small,137500.0,more than 125k,Other
15563,40-44,Woman,South Korea,I prefer not to answer,Research Scientist,< 1 years,2,Under 1 year,Government/Public Service,50-249 employees,15-19,60000-69999,Other,Medium,Medium,65000.0,between 50k and 80k,Data Scientist
15567,40-44,Man,UK,Some college,DBA/Database Engineer,1-3 years,2,No experience,Government/Public Service,"1000-9,999 employees",20+,30000-39999,Europe,Large,Large,35000.0,between 30k and 50k,Data Engineer
15569,22-24,Man,India,Master’s degree,Data Scientist,1-3 years,2,2-3 years,Insurance/Risk Assessment,"10,000 or more employees",20+,10000-14999,India,Large,Large,12500.0,between 10k and 30k,Data Scientist
